From,Subject,Snippet,Labels,Has Attachments,Message Length
AddViseo <noreply@addviseo.com>,📢 Rejoignez-nous le jeudi 4 avril à 11h00 en visio !,"MELANIE nous vous présentons AddViseo, et vous, vous posez vos questions 😉͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,33486
APEC <no-reply@apec.fr>,Mot de passe expiré,"Bonjour Madame Mélanie Picot, Votre mot de passe a expiré. Pour en créer un nouveau, merci de cliquer sur le lien suivant : https://www.apec.fr/candidat/mon-espace/creer-mot-de-passe.html?passwordToken","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",False,1503
Compte HelloWork <contact@emails.hellowork.com>,Merci de confirmer votre adresse email,"Bienvenue sur HelloWork HelloWork HelloWork Bonjour, et bienvenue sur HelloWork ! Vous recherchez un job. Nous sommes là pour vous aider à le trouver ! Les recruteurs nous confient chaque mois des","['CATEGORY_UPDATES', 'INBOX']",True,40613
Apec <apec@diffusion.apec.fr>,Vous avez un projet à l'international ?,"Si vous avez des difficultés pour visualiser ce message, cliquez ici Apec Participez à la Semaine de l&#39;International ! → Des webinaires à distance du 9 au 11 avril Vous envisagez un projet","['CATEGORY_UPDATES', 'INBOX']",True,14049
Epitech <toulouse@epitech.eu>,Epitech : l'actu du programme MSc Toulouse en un clic,Consulter cet email en ligne Epitech : Oui à la Tech ! Epitech • Mars 2024 Epitech : Campagne Numeum CAMPAGNE NUMEUM Comment les nouvelles technologies peuvent transformer et enrichir l&#39;,"['CATEGORY_PERSONAL', 'INBOX']",True,59292
France Travail <noreply@pleemploi.s02.eur1.teams-events.com>,Webinaire Google Career Certificate est presque là,"Webinaire Google Career Certificate approche à grands pas Bonjour Melanie, Juste un rappel rapide que cet événement sera bientôt disponible. Webinaire Google Career Certificate jeu. 21 mars 2024 10:00","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,31587
webinar@nsfa.asso.fr,[nsfa2022] RAPPEL J-6 - Webinar ANHET-NSFA La Lp(a) parlons en !  25 Mars 2024 17h30 (UTC +1),"La Lp(a) : parlons en ! Inscription [1] Inscription gratuite mais obligatoire. Vous recevrez le lien pour accéder au webinar La lipoprotéine (a) ou Lp(a), initialement décrite en 1963 par Kåre Berg,","['CATEGORY_FORUMS', 'INBOX']",True,7229
CSA pour APEC <invite@enq.csa-survey.eu>,Rappel : Votre contribution à notre enquête Apec - Jeunes Diplômés est cruciale,"Bonjour Madame Picot Mélanie, En tant que jeune diplômé(e) inscrit(e) sur le site de l&#39;Apec, vous avez récemment reçu un mail vous invitant à répondre à une enquête portant sur votre situation","['CATEGORY_UPDATES', 'INBOX']",True,14231
GitHub <noreply@github.com>,[GitHub] Your Dependabot alerts for the week of Mar 12 - Mar 19,Explore this week on GitHub GitHub security alert digest MelanieP31&#39;s repository security updates from the week of Mar 12 - Mar 19 MelanieP31&#39;s personal account MelanieP31 / nymphea_ecommerce,"['CATEGORY_UPDATES', 'INBOX']",True,33917
BUT <info@news.but.fr>,C’était si bien parti…,"… votre panier vous attend sur BUT.fr ! Si vous rencontrez des problèmes d&#39;affichage, cliquez ici. CB Promos MEUBLE LITERIE CUISINE DéCO électro tv son exclu web On y retourne, Melanie ?​ On sait","['CATEGORY_UPDATES', 'INBOX']",False,141781
Discord <noreply@discord.com>,Vérifier la connexion à Discord à partir du nouvel emplacement,"Salut jmlesublime, Quelqu&#39;un a tenté de se connecter à ton compte Discord depuis un nouvel endroit. Si c&#39;est toi, clique sur le lien ci-dessous pour autoriser la connexion. Adresse IP : 176.190","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,16707
leboncoin <no.reply@leboncoin.fr>,"La modification de votre annonce ""Canapé d'angle BUT MALAGA2 Noir"" est en ligne","leboncoin Bonjour Mélanie, La modification de votre annonce est en ligne ! Vos modifications sur l&#39;annonce «Canapé d&#39;angle BUT MALAGA2 Noir» sont désormais visibles sur leboncoin.fr Voir mon","['CATEGORY_UPDATES', 'INBOX']",False,18264
leboncoin <no.reply@leboncoin.fr>,"La modification de votre annonce ""Canapé d'angle BUT MALAGA2 Noir"" est en ligne","leboncoin Bonjour Mélanie, La modification de votre annonce est en ligne ! Vos modifications sur l&#39;annonce «Canapé d&#39;angle BUT MALAGA2 Noir» sont désormais visibles sur leboncoin.fr Voir mon","['CATEGORY_UPDATES', 'INBOX']",False,18264
Discord <notifications@discord.com>,discord t'a envoyé un message,Tu as reçu 1 nouveau message @Discord Voir les messages Besoin d&#39;aide ? Contacte notre équipe d&#39;assistance ou envoie-nous un message sur Twitter @discord. Tu souhaites nous faire part de ton,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,45323
Prestation Pole Emploi <votre-rendez-vous@aksis.fr>,Confirmation de rendez-vous,"Bonjour MELANIE PICOT, Vous avez une demande de signature pour le rendez-vous : Additionnel Vous avez assisté à un rendez-vous, en date du 15-03-2024 de 15h40 à 16h00. Pour confirmer votre présence,","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,2390
GoCardless <help@gocardless.com>,Nouveau paiement par prélèvement à EPITECH,"Cher/Chère Mélanie PICOT, EPITECH vous prélève 990,00 € Pour confirmation, le montant ci-dessus est de &quot;990 Euros&quot;. Nous débiterons votre compte bancaire ******60 (LA BANQUE POSTALE) par","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,15075
AddViseo <noreply@addviseo.com>,[][AddViseo] - Instructions pour changer le mot de passe,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Vous avez oublié votre mot de passe ? Nous vous permettons de le modifier en une étape. image9_480x260 C&#39;est simple","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,34840
"""geodis.com via Marketplace But"" <no.reply@but.fr>",Votre commande MH FRANCE sera livrée le lundi 18 mars 2024 matin,"Votre commande MH FRANCE sera livrée le 18/03/2024 matin Bonjour, Nous vous informons que la livraison de votre commande sera effectuée le lundi 18 mars 2024 matin. Vous serez absent(e) ? Modifiez","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,19909
AddViseo <noreply@addviseo.com>,"[AddViseo] - Dès aujourd'hui, faites d'AddViseo le tremplin de votre carrière !","Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Votre espace AddViseo a été créé pour vous le 28 février 2024. Dès à présent, vous avez à votre disposition tous les outils","['CATEGORY_UPDATES', 'INBOX']",True,40023
France Travail <pole-emploi@noreply-pole-emploi.fr>,Webinaire sur Google formations certifiantes gratuites,"France Travail Entreprise - Accédez à tout France Travail avec un seul compte Proposition de formations Google Bonjour Madame, Monsieur, Votre agence France Travail (ex pôle emploi) vous informe :","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,51880
Le Petit Vapoteur <le-petit-vapoteur@shipup.co>,Votre colis Le Petit Vapoteur est arrivé !,"Bonne nouvelle Mélanie ! Votre colis Le Petit Vapoteur est disponible dans un point de retrait ! Pour le retirer, n&#39;oubliez pas de vous munir d&#39;une pièce d&#39;identité ainsi que de votre","['CATEGORY_UPDATES', 'INBOX']",True,45694
"""Mélanie Picot"" <melanie.picot01@gmail.com>",imgpng,,"['IMPORTANT', 'SENT', 'INBOX']",True,2
"""Mélanie Picot"" <melanie.picot01@gmail.com>",img png,,"['IMPORTANT', 'SENT', 'INBOX']",True,2
"""Mélanie Picot"" <melanie.picot01@gmail.com>",dessin,,"['IMPORTANT', 'SENT', 'INBOX']",True,2
AddViseo <noreply@addviseo.com>,[AddViseo] - Rappel rendez-vous AddViseo,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Dans le cadre de la prestation EMS, votre consultant M Jean Daniel BERNARD vous fait parvenir ce rappel. 15 mars Rappel :","['CATEGORY_UPDATES', 'INBOX']",True,42505
Tableau <reghelp@tableau.com>,Activation du compte Tableau Software,"Merci d&#39;avoir créé un compte Tableau. Nous sommes très heureux que vous fassiez partie de la communauté Tableau et espérons que vous profiterez pleinement des forums, des vidéos de formation, des","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,4673
APEC <noreply@diffusion.apec.fr>,Suivi de votre situation professionnelle.,"Si vous avez des difficultés pour visualiser ce message, cliquez ici - Suivi de votre situation professionnelle - Bonjour, Nous avons proposé, très récemment, de faire un point sur votre situation","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,9478
France Travail <pole-emploi@noreply-pole-emploi.fr>,Votre invitation au salon TAF de Toulouse le 13 et 14 mars,"Bonjour Madame Picot, N° identifiant : 4679193E France Travail (ex-Pôle emploi) vous invite au salon TAF (Travail Avenir Formation) de Toulouse le mercredi 13 et le jeudi 14 mars 2024 de 9h à 17h MEET","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,12814
AddViseo <noreply@addviseo.com>,[AddViseo] - Téléchargez l'appli AddViseo,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Soyez mobile avec l&#39;appli AddViseo ! En un clin d&#39;œil vous pouvez • Vous inscrire à un atelier thématique ; •","['CATEGORY_UPDATES', 'INBOX']",True,43916
Nexus Mods <noreply@nexusmods.com>,Reset password instructions,"Hello JmLeSublime, You recently requested to reset your password for your Nexus Mods account. Use the button below to change it. Change my password This password reset request is only valid for the","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,8805
Nexus Mods <noreply@nexusmods.com>,Nexus Mods Account Warning,"Nexus Mods Account Warning Your email address has recently been entered into our website either to register a new account or update the email address of an existing one. However, your email address is","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,8839
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,Re: Votre candidature Epitech,"Bien reçu, C&#39;est enregistré ! De : Mélanie Picot &lt;melanie.picot01@gmail.com&gt; Date : mardi, 5 mars 2024 à 16:13 À : Charlotte Bejaoui vidal &lt;charlotte.bejaoui-vidal@epitech.eu&gt; Objet :","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,17481
GoCardless <help@gocardless.com>,Vous avez mis en place un prélèvement,"Cher/Chère Mélanie PICOT, Important: confirmation de la mise en place de votre ordre de prélèvement avec GoCardless. EPITECH peut désormais prélever un ou plusieurs paiements sur votre compte bancaire.","['CATEGORY_UPDATES', 'INBOX']",True,16152
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,Re: Votre candidature Epitech,"Re bonjour, On vous demandera tout ça dans un deuxième temps. Néanmoins, vous pouvez d&#39;ores et déjà m&#39;envoyer votre dernier diplôme si vous l&#39;avez, comme ça je l&#39;intègre à votre dossier","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,15110
Charlotte BEJAOUI VIDAL via DocuSign <dse@docusign.net>,Complétée : [Epitech] Signature de votre contrat 2024/2025,Votre document a été signé AFFICHER LES DOCUMENTS COMPLÉTÉS Charlotte BEJAOUI VIDAL charlotte.bejaoui-vidal@epitech.eu Toutes les parties ont complété « [Epitech] Signature de votre contrat 2024/2025 »,"['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,11997
Charlotte BEJAOUI VIDAL via DocuSign <dse@docusign.net>,[Epitech] Signature de votre contrat 2024/2025,"Charlotte BEJAOUI VIDAL vous a envoyé un document à examiner et à signer. ÉVALUER LES DOCUMENTS Charlotte BEJAOUI VIDAL charlotte.bejaoui-vidal@epitech.eu Bonjour, Nous vous informons qu&#39;après","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,12115
Charlotte BEJAOUI VIDAL via DocuSign <dse@docusign.net>,[Epitech] Signature de votre contrat 2024/2025,"Charlotte BEJAOUI VIDAL vous a envoyé un document à examiner et à signer. ÉVALUER LES DOCUMENTS Charlotte BEJAOUI VIDAL charlotte.bejaoui-vidal@epitech.eu Bonjour, Nous vous informons qu&#39;après","['CATEGORY_PERSONAL', 'INBOX']",True,12115
Charlotte BEJAOUI VIDAL <charlotte.bejaoui-vidal@epitech.eu>,Votre candidature Epitech,"Toulouse, le 5/3/2024 Dossier N° E00096366W Suivi par : Charlotte BEJAOUI VIDAL Email : charlotte.bejaoui-vidal@epitech.eu Téléphone : 06 65 38 20 69 PROMOTION 2024/2025 Madame, Nous avons le plaisir","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,5576
Charlotte BEJAOUI VIDAL <charlotte.bejaoui-vidal@epitech.eu>,Votre candidature Epitech,"Toulouse, le 5/3/2024 Dossier N° E00095481W Suivi par : Charlotte BEJAOUI VIDAL Email : charlotte.bejaoui-vidal@epitech.eu Téléphone : 06 65 38 20 69 PROMOTION 2024/2025 Madame, Nous avons le plaisir","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,5576
Charlotte BEJAOUI VIDAL <charlotte.bejaoui-vidal@epitech.eu>,Votre candidature Epitech,"Toulouse, le 5/3/2024 Dossier N° E00095481W Suivi par : Charlotte BEJAOUI VIDAL Email : charlotte.bejaoui-vidal@epitech.eu Téléphone : 06 65 38 20 69 PROMOTION 2024/2025 Madame, Nous avons le plaisir","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,5572
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,Point inscription,"________________________________________________________________________________ Réunion Microsoft Teams Participez à partir de votre ordinateur, de votre application mobile ou de l&#39;appareil de la","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,6278
Microsoft <microsoft-noreply@microsoft.com>,Votre achat de Microsoft 365 Personnel a été traité,Merci pour votre abonnement. Votre achat de Microsoft 365 Personnel a été traité Merci de vous être abonné à Microsoft 365 Personnel. Nous sommes heureux que vous soyez là. Nous avons facturé EUR 69.00,"['CATEGORY_PERSONAL', 'INBOX']",True,78973
APEC <noreply@diffusion.apec.fr>,Suivi de votre situation professionnelle.,"Si vous avez des difficultés pour visualiser ce message, cliquez ici - Suivi de votre situation professionnelle - Bonjour Mme Mélanie Picot, Vous avez publié votre profil sur apec.fr ou bénéficié d","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,9443
Boots Winner <yngrid.katerine77@gmail.com>,Survey Registration Confirmation   GCmWa,,"['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,5772
LinkedIn <jobs-listings@linkedin.com>,Le poste de Technicien du laboratoire de contrôle qualité Biologie (H/F) chez Evotec et 5 offres d’emploi pourraient vous intéresser,Vos compétences semblent correspondre à ce poste ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_SOCIAL', 'INBOX']",True,133568
France Travail <noreply@pleemploi.s02.eur1.teams-events.com>,Vous êtes inscrit à Webinaire Google Career Certificate,"Vous êtes inscrit à Webinaire Google Career Certificate Bonjour Melanie, Votre place est réservée pour cet événement. Webinaire Google Career Certificate jeu. 21 mars 2024 10:00 - 11:00 (UTC+01:00)","['CATEGORY_UPDATES', 'INBOX']",True,31757
HP ID Support <no-reply@id.hp.com>,Vérifier votre adresse électronique,Vérifier votre adresse électronique Cliquez sur le bouton « Vérifier » pour vérifier votre adresse e-mail : Vérifier Vous pouvez aussi copier et coller ce lien dans une fenêtre de navigateur : https://,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,28496
France Travail <pole-emploi@noreply-pole-emploi.fr>,Présentation des Google Career Certificates,"France Travail Entreprise - Accédez à tout France Travail avec un seul compte Proposition de services Bonjour Madame, Monsieur, Votre agence France Travail (ex pôle emploi) vous informe : Nous","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,54452
Carrefour <carrefour@services.carrefour.fr>,📄 Votre facture Carrefour,"Bonjour Mélanie, Merci d&#39;avoir fait vos courses chez Carrefour Récapitulatif de votre commande n° 623652977 Sam. 02 mars 16h00 - 17h00 Adresse de livraison 6 ALLEE DU LIEUTENANT LUCIEN LAFAY 31400","['CATEGORY_UPDATES', 'INBOX']",True,31102
EPITECH <no-reply-candidature@epitech.eu>,[Réinscription Epitech] Création de votre dossier de réinscription,"Bonjour Mélanie PICOT, Nous avons le plaisir de vous informer de la création de votre dossier de réinscription au sein d&#39;Epitech pour l&#39;année scolaire 2024/2025. Vous devez compléter votre","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,18735
Mon compte formation <ne_pas_repondre_Moncompteformation@caissedesdepots.fr>,Mon Compte Formation : CGU acceptées,"Face aux SMS, appels ou courriels vous indiquant par exemple un changement sur le solde de votre compte personnel de formation (CPF) ou vous invitant à suivre une formation, soyez vigilant ! Vos","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,6874
Mon compte formation <ne_pas_repondre_Moncompteformation@caissedesdepots.fr>,Mon Compte Formation : Compte créé,"Face aux SMS, appels ou courriels vous indiquant par exemple un changement sur le solde de votre compte personnel de formation (CPF) ou vous invitant à suivre une formation, soyez vigilant ! Vos","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,6712
Mon compte formation <ne_pas_repondre_Moncompteformation@caissedesdepots.fr>,Mon Compte Formation : Finalisez votre inscription,"Face aux SMS, appels ou courriels vous indiquant par exemple un changement sur le solde de votre compte personnel de formation (CPF) ou vous invitant à suivre une formation, soyez vigilant ! Vos","['CATEGORY_PERSONAL', 'INBOX']",True,6766
Okta <noreply@test-account.dev>,Account password reset,"okta-dev-79224553 - Okta Password Reset Requested Hi Mélanie, A password reset request was made for your Okta account. If you did not make this request, please contact your system administrator","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,3844
AddViseo <noreply@addviseo.com>,[AddViseo] - Votre accès à AddViseo,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Dans le cadre de votre accompagnement, votre consultant M Jean Daniel BERNARD vous a reçu le 28/02/2024. Votre compte sur la","['CATEGORY_UPDATES', 'INBOX']",True,47783
Jean-Daniel BERNARD <jd.bernard@osengo.fr>,Prestation EMS,"Bonjour, Je vous remercie pour notre temps d&#39;échange. Suite à notre entretien, je vous confirme le démarrage de la prestation &quot; Un emploi stable c&#39;est pour moi &quot; (EMS). Afin de","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,18431
AddViseo <noreply@addviseo.com>,[AddViseo] - Votre accès E-learning,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Votre consultant(e) vous invite à suivre cet atelier &quot; Préparer son intégration dans l&#39;entreprise&quot; en e-","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,30746
AddViseo <noreply@addviseo.com>,[AddViseo] - Votre accès E-learning,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Votre consultant(e) vous invite à suivre cet atelier &quot; Travailler sa confiance en soi&quot; en e-learning. Laissez-vous","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,30718
AddViseo <noreply@addviseo.com>,[AddViseo] - Votre accès E-learning,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Votre consultant(e) vous invite à suivre cet atelier &quot; Pousser la porte de l&#39;entreprise&quot; en e-learning.","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,30726
AddViseo <noreply@addviseo.com>,[AddViseo] - Votre accès E-learning,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Votre consultant(e) vous invite à suivre cet atelier &quot; Optimiser sa communication et son image personnelle&quot; en e-","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,30760
AddViseo <noreply@addviseo.com>,[AddViseo] - Votre accès E-learning,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Votre consultant(e) vous invite à suivre cet atelier &quot; Se confronter au marché du travail&quot; en e-learning. Laissez-","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,30726
AddViseo <noreply@addviseo.com>,[AddViseo] - Votre accès E-learning,"Avec AddViseo, restez informé où que vous soyez ! Logo Bonjour MELANIE PICOT Votre consultant(e) vous invite à suivre cet atelier &quot; Prêt à l&#39;emploi ?&quot; en e-learning. Laissez-vous guider","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,30696
Prestation Pole Emploi <votre-rendez-vous@aksis.fr>,Confirmation de rendez-vous,"Bonjour MELANIE PICOT, Vous avez une demande de signature pour le rendez-vous : Diagnostic Initial Vous avez assisté à un rendez-vous, en date du 28-02-2024 de 09h00 à 10h00. Pour confirmer votre","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,2404
Jean-Daniel BERNARD <jd.bernard@osengo.fr>,RDV Prestation EMS,"________________________________________________________________________________ Réunion Microsoft Teams Participez à partir de votre ordinateur, de votre application mobile ou de l&#39;appareil de la","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,9642
"""Mélanie Picot"" <melanie.picot01@gmail.com>",img home,,"['IMPORTANT', 'SENT', 'INBOX']",True,2
"""France Travail / WeFieldWork"" <enquetes@53027962.t-sender-sib.com>",Etude France Travail (Pôle Emploi) : vos réponses nous intéressent,"Bonjour MELANIE PICOT, France Travail, anciennement Pôle emploi, est engagée dans une démarche d&#39;amélioration continue de ses services. Dans ce but, l&#39;institution s&#39;associe à des chercheurs","['CATEGORY_PERSONAL', 'INBOX']",True,40437
"""Mélanie Picot"" <melanie.picot01@gmail.com>",icone,,"['IMPORTANT', 'SENT', 'INBOX']",True,2
"""Mélanie Picot"" <melanie.picot01@gmail.com>",image site web,,"['IMPORTANT', 'SENT', 'INBOX']",True,2
Dribbble Workshops <no-reply@n.dribbble.com>,ONE WEEK AWAY! Beginner's guide to starting an apparel brand,Learn how all the things you need to know to get started in the apparel business as a designer. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['CATEGORY_PROMOTIONS', 'INBOX']",True,32289
Charlotte BEJAOUI VIDAL <charlotte.bejaoui-vidal@epitech.eu>,{EPITECH} Soirée Portes Ouvertes spéciale poursuite d'études 05/03/2024,"Bonjour, Pour rejoindre EPITECH après un bac +2 ou +3 il y a la formation MSc Pro ! Une pédagogie par projets, 7 domaines de spécialités et de l&#39;alternance vous attendent pour obtenir un bac +5.","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,7226
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,Mélanie PICOT_PréMSc,"Bonjour Madame, Comme convenu, voici votre invitation pour votre session d&#39;admission en Pré MSc. Rendez-vous le 29 février à 10h pour votre entretien de motivation. A cette occasion vous me","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,4100
no.reply@epitech.eu,{EPITECH} English proficiency test,"Dear Mélanie, As part of the application process for Epitech, you will have to take an English proficiency test. We appreciate your interest in our program and are excited to assess your English","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",False,1416
Charlotte BEJAOUI VIDAL <charlotte.bejaoui-vidal@epitech.eu>,Convocation Epitech,"Toulouse, le 19/2/2024 Dossier N° E00095481W Suivi par : Charlotte BEJAOUI VIDAL Email : charlotte.bejaoui-vidal@epitech.eu Téléphone : 06 65 38 20 69 CONVOCATION Madame, Nous avons le plaisir de vous","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,5395
EPITECH <no-reply-candidature@epitech.eu>,Prise en compte du dossier de candidature,"Bonjour Votre dossier de candidature a bien été pris en compte. Nous vous contacterons rapidement pour la suite du processus. Merci,","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,177
Clara Picot <picot.clara@gmail.com>,Fwd: Votre colis LUSH est toujours disponible dans votre relais Pickup !,"---------- Forwarded message --------- From: Chronopost Pickup &lt;chronopost@network1.pickup.fr&gt; Date: Fri, Feb 16, 2024, 08:00 Subject: Votre colis LUSH est toujours disponible dans votre relais","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,53519
FitOn <fiton@messages.fitonapp.com>,"Happy Birthday, Mélanie 🎉",There&#39;s a sweet surprise inside 🧁 ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,"['CATEGORY_PROMOTIONS', 'INBOX']",True,54190
"""france.tv"" <francetv@nl.francetv.fr>",Joyeux anniversaire,🎂 Avec qui partagez-vous l&#39;affiche aujourd&#39;hui ? Vous n&#39;arrivez pas à lire cet e-mail ? Afficher la version en ligne Accueil france.tv Joyeux anniversaire The Weeknd et Géraldine Nakache ne,"['CATEGORY_PROMOTIONS', 'INBOX']",True,63943
Dribbble Education <education@dribbble.com>,FREE Webinar: Tips on Crafting Portfolios and Acing Interviews 🖥️,"Join us for a free workshop on Thursday, February 29th at 9:00am PST. Hosted by Filip Justić and Vicente Reyes Montealegre of Balkan Brothers. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌","['CATEGORY_PROMOTIONS', 'INBOX']",True,47956
Uber Support <contact_d9387366-5dbf-46f8-acc4-ba5ec2f5e496@email-support.uber.com>,My order had missing or incorrect food items,"AUCUNE RÉPONSE REQUISE My order had missing or incorrect food items Bonjour Melanie, Nous regrettons d&#39;apprendre que vous n&#39;avez pas reçu l&#39;intégralité de votre commande. Nous vous avons","['CATEGORY_PERSONAL', 'INBOX']",False,36305
Charlotte Bejaoui vidal <charlotte.bejaoui-vidal@epitech.eu>,Re: {EPITECH} Rendez-vous aux portes ouvertes du 10 février,"Bonjour, Très bien, je vous contacterai dans l&#39;après-midi du 19 février dans ce cas ! Bonne journée, Charlotte De : Mélanie Picot &lt;melanie.picot01@gmail.com&gt; Date : mercredi, 14 février 2024","['IMPORTANT', 'CATEGORY_PERSONAL', 'INBOX']",True,20710
